,price
2617,14368
2618,2166
2619,756
2620,2745
2621,974
2622,600
2623,828
2624,2384
2625,5268
2626,5324
2627,999
2628,3547
2629,1906
2630,1356
2631,605
2632,2240
2633,6403
2634,1255
2635,1080
2636,1044
2637,5192
2638,18231
2639,4011
2640,12900
2641,2939
2642,13873
2643,2722
2644,968
2645,8637
2646,7258
2647,3463
2648,1417
2649,942
2650,4284
2651,1723
2652,10889
2653,11179
2654,8702
2655,3820
2656,3075
2657,6118
2658,645
2659,552
2660,1819
2661,12779
2662,4176
2663,1668
2664,6805
2665,4418
2666,5821
2667,3273
2668,2759
2669,2450
2670,16140
2671,7413
2672,2686
2673,1016
2674,694
2675,15474
2676,10275
2677,1922
2678,3561
2679,2207
2680,1155
2681,4254
2682,451
2683,1151
2684,673
2685,11863
2686,651
2687,513
2688,7661
2689,730
2690,541
2691,1114
2692,838
2693,531
2694,491
2695,6150
2696,3656
2697,1402
2698,7866
2699,1773
2700,6561
2701,4295
2702,4355
2703,1607
2704,814
2705,14375
2706,907
2707,459
2708,919
2709,1255
2710,1168
2711,537
2712,5015
2713,2637
2714,4485
2715,14918
2716,7953
2717,5027
2718,983
2719,1115
2720,4704
2721,1621
2722,7676
2723,647
2724,5819
2725,506
2726,1808
2727,1569
2728,1774
2729,4458
2730,446
2731,645
2732,15843
2733,7197
2734,3446
2735,12818
2736,4023
2737,4724
2738,1167
2739,863
2740,1091
2741,8873
2742,4729
2743,6826
2744,2762
2745,6300
2746,11355
2747,579
2748,678
2749,709
2750,600
2751,752
2752,1030
2753,1187
2754,15151
2755,945
2756,6004
2757,2129
2758,851
2759,6586
2760,1631
2761,7862
2762,5673
2763,1230
2764,4259
2765,1030
2766,576
2767,7214
2768,1431
2769,695
2770,573
2771,10721
2772,768
2773,3575
2774,1187
2775,684
2776,4394
2777,2112
2778,1942
2779,11696
2780,7289
2781,4900
2782,597
2783,2901
2784,835
2785,833
2786,670
2787,1151
2788,9640
2789,3314
2790,3354
2791,8033
2792,4113
2793,936
2794,2718
2795,12168
2796,723
2797,3036
2798,633
2799,666
2800,1081
2801,449
2802,4079
2803,4390
2804,5620
2805,487
2806,2604
2807,608
2808,1069
2809,772
2810,593
2811,589
2812,1944
2813,489
2814,12392
2815,2400
2816,11873
2817,16484
2818,13298
2819,1778
2820,725
2821,6048
2822,5387
2823,2057
2824,447
2825,6737
2826,556
2827,1247
2828,3205
2829,571
2830,4611
2831,4948
2832,14192
2833,4853
2834,666
2835,6019
2836,5932
2837,3796
2838,6635
2839,681
2840,557
2841,4632
2842,649
2843,5047
2844,4027
2845,13995
2846,760
2847,4032
2848,8619
2849,2599
2850,378
2851,8736
2852,4714
2853,4467
2854,2539
2855,961
2856,6618
2857,1851
2858,1624
2859,2452
2860,8975
2861,7463
2862,9002
2863,1195
2864,5370
2865,4011
2866,3318
2867,4255
2868,2553
2869,552
2870,5557
2871,3356
2872,761
2873,596
2874,4437
2875,4724
2876,9294
2877,505
2878,5544
2879,579
2880,7175
2881,13068
2882,1419
2883,758
2884,9775
2885,1715
2886,982
2887,1879
2888,7367
2889,2881
2890,7056
2891,1739
2892,13812
2893,4782
2894,1572
2895,1002
2896,1624
2897,1169
2898,907
2899,10350
2900,397
2901,4189
2902,11435
2903,13797
2904,1629
2905,5103
2906,7695
2907,645
2908,877
2909,17096
2910,449
2911,5488
2912,10055
2913,1013
2914,16240
2915,816
2916,809
2917,1437
2918,1746
2919,12202
2920,1318
2921,807
2922,696
2923,1078
2924,18578
2925,2975
2926,4525
2927,1316
2928,2035
2929,625
2930,2042
2931,994
2932,6727
2933,612
2934,5088
2935,10821
2936,715
2937,737
2938,818
2939,7619
2940,1020
2941,1698
2942,5622
2943,3389
2944,1016
2945,7931
2946,743
2947,2137
2948,6526
2949,734
2950,702
2951,14428
2952,907
2953,805
2954,3342
2955,8169
2956,1290
2957,536
2958,799
2959,827
2960,2925
2961,3274
2962,2714
2963,2329
2964,14194
2965,5513
2966,758
2967,1279
2968,919
2969,5353
2970,1086
2971,2939
2972,824
2973,921
2974,9521
2975,9090
2976,898
2977,4338
2978,489
2979,851
2980,1237
2981,8282
2982,2239
2983,1020
2984,4064
2985,828
2986,16004
2987,516
2988,15729
2989,7546
2990,17103
2991,6754
2992,7127
2993,994
2994,648
2995,5641
2996,929
2997,2415
2998,624
2999,589
3000,5197
3001,8341
3002,1767
3003,6613
3004,4304
3005,566
3006,3580
3007,6616
3008,4784
3009,4066
3010,1961
3011,1577
3012,7418
3013,730
3014,7256
3015,5601
3016,780
3017,6292
3018,2240
3019,4795
3020,4443
3021,1050
3022,2469
3023,1657
3024,12645
3025,2638
3026,4914
3027,943
3028,368
3029,530
3030,1431
3031,577
3032,12985
3033,2017
3034,627
3035,6532
3036,3303
3037,878
3038,10098
3039,5082
3040,4626
3041,671
3042,11637
3043,572
3044,10428
3045,18607
3046,10907
3047,838
3048,637
3049,663
3050,1633
3051,3796
3052,2313
3053,3617
3054,5224
3055,1307
3056,7850
3057,5601
3058,5946
3059,5518
3060,10874
3061,5666
3062,1635
3063,4581
3064,1709
3065,5695
3066,2686
3067,1784
3068,554
3069,789
3070,15696
3071,17496
3072,1828
3073,530
3074,1179
3075,5551
3076,4082
3077,906
3078,2525
3079,773
3080,10691
3081,2557
3082,8260
3083,1662
3084,421
3085,13790
3086,1046
3087,4032
3088,2569
3089,1778
3090,18306
3091,646
3092,1063
3093,491
3094,698
3095,2984
3096,2801
3097,9659
3098,2113
3099,3297
3100,8177
3101,6012
3102,974
3103,9090
3104,473
3105,464
3106,942
3107,4754
3108,755
3109,1207
3110,3291
3111,6308
3112,8518
3113,5717
3114,706
3115,2218
3116,2825
3117,911
3118,17209
3119,5728
3120,2172
3121,1007
3122,1672
3123,2427
3124,3375
3125,1378
3126,6653
3127,8545
3128,3496
3129,2352
3130,2252
3131,16900
3132,1746
3133,988
3134,5757
3135,3326
3136,734
3137,1680
3138,2068
3139,5666
3140,2512
3141,1188
3142,936
3143,608
3144,5179
3145,4878
3146,2481
3147,975
3148,3389
3149,5858
3150,5427
3151,4099
3152,1112
3153,3544
3154,2095
3155,1326
3156,1431
3157,7204
3158,554
3159,851
3160,686
3161,872
3162,2290
3163,3079
3164,962
3165,6856
3166,667
3167,9475
3168,6175
3169,589
3170,5431
3171,844
3172,1334
3173,3983
3174,789
3175,544
3176,814
3177,1271
3178,1362
3179,2436
3180,2867
3181,5405
3182,4405
3183,1321
3184,1023
3185,7371
3186,631
3187,1327
3188,545
3189,904
3190,838
3191,2256
3192,3387
3193,9892
3194,874
3195,436
3196,1202
3197,1790
3198,7313
3199,2351
3200,1443
3201,705
3202,1308
3203,1770
3204,6112
3205,2386
3206,571
3207,2834
3208,842
3209,489
3210,5922
3211,16357
3212,4854
3213,2548
3214,828
3215,731
3216,2667
3217,3335
3218,1055
3219,2222
3220,1792
3221,877
3222,3061
3223,3407
3224,399
3225,561
3226,4964
3227,733
3228,2743
3229,477
3230,1769
3231,2801
3232,878
3233,2156
3234,1625
3235,1758
3236,1749
3237,12713
3238,3966
3239,625
3240,4144
3241,16665
3242,10472
3243,2753
3244,489
3245,3393
3246,7695
3247,533
3248,2052
3249,698
3250,1450
3251,3352
3252,16169
3253,3996
3254,2318
3255,684
3256,3774
3257,3609
3258,15968
3259,6465
3260,12688
3261,5932
3262,889
3263,523
3264,1251
3265,7848
3266,2496
3267,1034
3268,1181
3269,675
3270,1333
3271,4089
3272,5013
3273,5183
3274,12190
3275,6966
3276,8896
3277,4440
3278,5032
3279,1911
3280,18398
3281,7328
3282,984
3283,10304
3284,1096
3285,1940
3286,2913
3287,789
3288,3705
3289,1877
3290,15802
3291,1430
3292,4689
3293,416
3294,814
3295,776
3296,994
3297,984
3298,540
3299,4801
3300,982
3301,975
3302,12345
3303,3685
3304,6821
3305,7788
3306,12846
3307,9843
3308,2482
3309,18005
3310,3492
3311,1799
3312,1207
3313,1992
3314,4462
3315,3073
3316,6733
3317,11967
3318,15147
3319,586
3320,4617
3321,3482
3322,2693
3323,605
3324,2831
3325,4053
3326,450
3327,4979
3328,2206
3329,821
3330,760
3331,1097
3332,1818
3333,787
3334,1574
3335,7079
3336,6196
3337,1323
3338,7885
3339,5163
3340,4863
3341,5273
3342,4576
3343,2964
3344,4374
3345,2707
3346,1314
3347,2796
3348,5674
3349,4861
3350,2467
3351,3710
3352,7453
3353,3952
3354,1101
3355,4788
3356,2404
3357,2177
3358,7666
3359,854
3360,1800
3361,4887
3362,2140
3363,1851
3364,5249
3365,4242
3366,2184
3367,863
3368,886
3369,6159
3370,1883
3371,4375
3372,8714
3373,6607
3374,672
3375,8557
3376,2106
3377,1633
3378,4918
3379,8698
3380,458
3381,3082
3382,5701
3383,4656
3384,687
3385,5446
3386,12308
3387,1449
3388,7234
3389,2604
3390,4385
3391,942
3392,2075
3393,1270
3394,7195
3395,2536
3396,2565
3397,1963
3398,642
3399,1016
3400,1787
3401,4669
3402,4838
3403,810
3404,1851
3405,4416
3406,17607
3407,3546
3408,899
3409,2400
3410,4617
3411,9065
3412,13406
3413,3328
3414,599
3415,748
3416,866
3417,567
3418,3119
3419,2302
3420,6600
3421,2184
3422,6159
3423,8333
3424,17455
3425,4309
3426,11047
3427,3915
3428,5880
3429,1074
3430,470
3431,2319
3432,12416
3433,7810
3434,891
3435,8011
3436,3276
3437,705
3438,12697
3439,8508
3440,1235
3441,2343
3442,5242
3443,491
3444,1728
3445,2441
3446,6352
3447,4606
3448,2362
3449,8220
3450,15662
3451,5657
3452,1967
3453,446
3454,5006
3455,1384
3456,625
3457,11567
3458,5645
3459,628
3460,3518
3461,7812
3462,491
3463,3401
3464,947
3465,779
3466,2547
3467,3105
3468,540
3469,11419
3470,2381
3471,821
3472,3453
3473,3007
3474,2202
3475,2937
3476,8836
3477,633
3478,3353
3479,961
3480,4826
3481,3398
3482,2333
3483,525
3484,505
3485,2591
3486,12787
3487,5889
3488,702
3489,8900
3490,5744
3491,2388
3492,984
3493,6619
3494,5120
3495,8074
3496,402
3497,1777
3498,1720
3499,6934
3500,734
3501,3584
3502,453
3503,5272
3504,2052
3505,778
3506,1569
3507,3740
3508,10709
3509,3831
3510,594
3511,872
3512,1105
3513,1055
3514,2526
3515,4328
3516,6853
3517,6732
3518,1052
3519,1033
3520,4189
3521,498
3522,10471
3523,1266
3524,5520
3525,1238
3526,809
3527,2030
3528,1421
3529,830
3530,3382
3531,1778
3532,6335
3533,7345
3534,9980
3535,798
3536,3035
3537,3674
3538,605
3539,605
3540,723
3541,8950
3542,2707
3543,589
3544,732
3545,925
3546,8419
3547,1764
3548,3964
3549,10652
3550,15873
3551,1013
3552,3246
3553,3888
3554,1080
3555,1847
3556,602
3557,10165
3558,765
3559,2760
3560,6169
3561,668
3562,1190
3563,806
3564,2401
3565,8261
3566,914
3567,6399
3568,1754
3569,5963
3570,526
3571,2364
3572,4916
3573,5120
3574,942
3575,432
3576,16499
3577,645
3578,6533
3579,4386
3580,5096
3581,2735
3582,15067
3583,995
3584,4348
3585,1678
3586,14383
3587,828
3588,5622
3589,1329
3590,2161
3591,648
3592,5221
3593,3064
3594,17983
3595,10802
3596,18561
3597,1996
3598,5520
3599,1654
3600,1013
3601,4588
3602,1013
3603,842
3604,1122
3605,1168
3606,1013
3607,1665
3608,453
3609,540
3610,10308
3611,4127
3612,2440
3613,13828
3614,710
3615,891
3616,12048
3617,621
3618,5543
3619,2346
3620,637
3621,956
3622,1385
3623,4022
3624,394
3625,731
3626,6097
3627,8119
3628,1615
3629,7687
3630,476
3631,498
3632,523
3633,1763
3634,3887
3635,2437
3636,936
3637,628
3638,561
3639,7795
3640,626
3641,1775
3642,3473
3643,4829
3644,9425
3645,2135
3646,2648
3647,828
3648,530
3649,9235
3650,4295
3651,2726
3652,596
3653,984
3654,4838
3655,10663
3656,10313
3657,5539
3658,2304
3659,1556
3660,2760
3661,4676
3662,4873
3663,789
3664,1622
3665,828
3666,3371
3667,858
3668,667
3669,898
3670,1806
3671,6600
3672,891
3673,5999
3674,8370
3675,853
3676,5484
3677,1240
3678,1689
3679,13403
3680,367
3681,2889
3682,644
3683,6494
3684,1793
3685,13465
3686,742
3687,12148
3688,1435
3689,4602
3690,2111
3691,5710
3692,6777
3693,7918
3694,1224
3695,533
3696,3145
3697,1084
3698,6600
3699,3312
3700,672
3701,638
3702,4054
3703,814
3704,6956
3705,4413
3706,2863
3707,3881
3708,3811
3709,1367
3710,394
3711,1806
3712,548
3713,4543
3714,5305
3715,3304
3716,4399
3717,5107
3718,6133
3719,9366
3720,504
3721,2512
3722,4133
3723,6544
3724,3075
3725,1115
3726,928
3727,14577
3728,2765
3729,2069
3730,566
3731,642
3732,10351
3733,764
3734,1007
3735,1614
3736,491
3737,658
3738,851
3739,598
3740,527
3741,801
3742,6291
3743,4861
3744,2699
3745,867
3746,15318
3747,17525
3748,961
3749,2150
3750,435
3751,780
3752,5601
3753,1052
3754,2276
3755,9604
3756,765
3757,1687
3758,2310
3759,453
3760,1114
3761,7660
3762,4407
3763,5102
3764,2273
3765,1711
3766,16188
3767,5321
3768,6728
3769,13796
3770,2301
3771,1033
3772,408
3773,3457
3774,8537
3775,692
3776,1088
3777,11906
3778,608
3779,4113
3780,878
3781,2569
3782,2146
3783,1214
3784,2070
3785,3597
3786,544
3787,4250
3788,12031
3789,1798
3790,2333
3791,1063
3792,810
3793,5504
3794,4242
3795,1031
3796,868
3797,5204
3798,4150
3799,4022
3800,2376
3801,410
3802,999
3803,2766
3804,5111
3805,5330
3806,1114
3807,1870
3808,4312
3809,5319
3810,8505
3811,951
3812,605
3813,3640
3814,3164
3815,2138
3816,422
3817,4989
3818,4463
3819,4798
3820,5765
3821,14068
3822,5140
3823,1214
3824,3457
3825,3726
3826,4304
3827,11163
3828,544
3829,6246
3830,432
3831,2733
3832,4162
3833,428
3834,1436
3835,805
3836,10062
3837,4337
3838,5037
3839,776
3840,3175
3841,2123
3842,3487
3843,923
3844,10314
3845,14527
3846,1027
3847,918
3848,9926
3849,723
3850,876
3851,4234
3852,680
3853,840
3854,2573
3855,559
3856,2208
3857,1549
3858,682
3859,3985
3860,14330
3861,4553
3862,489
3863,1158
3864,3876
3865,5292
3866,1369
3867,2365
3868,4238
3869,4707
3870,1105
3871,969
3872,17489
3873,764
3874,2366
3875,630
3876,698
3877,689
3878,6037
3879,4214
3880,6708
3881,828
3882,702
3883,7792
3884,412
3885,12709
3886,5929
3887,3847
3888,3784
3889,3921
3890,2335
3891,709
3892,680
3893,878
3894,11087
3895,900
3896,2161
3897,9909
3898,8951
3899,2839
3900,5078
3901,533
3902,3336
3903,2360
3904,449
3905,4429
3906,1662
3907,5068
3908,1240
3909,3967
3910,3387
3911,2105
3912,645
3913,1818
3914,1021
3915,552
3916,5652
3917,475
3918,1675
3919,802
3920,2202
3921,4207
3922,833
3923,3024
3924,2996
3925,1327
3926,491
3927,807
3928,1080
3929,3445
3930,877
3931,1073
3932,507
3933,5096
3934,445
3935,1153
3936,3136
3937,950
3938,2189
3939,571
3940,455
3941,720
3942,619
3943,10512
3944,3535
3945,1630
3946,1317
3947,3160
3948,2257
3949,1890
3950,764
3951,9875
3952,4556
3953,1322
3954,530
3955,4558
3956,1059
3957,818
3958,1011
3959,1097
3960,802
3961,1792
3962,4196
3963,1007
3964,663
3965,340
3966,394
3967,572
3968,4620
3969,6058
3970,7664
3971,750
3972,1662
3973,10850
3974,3965
3975,17408
3976,4679
3977,2809
3978,1244
3979,645
3980,886
3981,8402
3982,645
3983,2113
3984,4721
3985,612
3986,1385
3987,3745
3988,1431
3989,2207
3990,4032
3991,2735
3992,9451
3993,1800
3994,4200
3995,775
3996,1195
3997,2965
3998,2642
3999,3332
4000,6828
4001,9450
4002,2401
4003,5624
4004,9789
4005,1614
4006,487
4007,10378
4008,4511
4009,2104
4010,1605
4011,805
4012,8736
4013,515
4014,1691
4015,1935
4016,579
4017,505
4018,4003
4019,918
4020,973
4021,10766
4022,665
4023,402
4024,3669
4025,2278
4026,16677
4027,1608
4028,1759
4029,16256
4030,2479
4031,2570
4032,825
4033,1785
4034,847
4035,4032
4036,612
4037,1355
4038,784
4039,2889
4040,518
4041,803
4042,882
4043,10473
4044,1186
4045,9625
4046,15773
4047,2199
4048,2583
4049,647
4050,6720
4051,1280
4052,1915
4053,5443
4054,11826
4055,2170
4056,1134
4057,873
4058,1013
4059,10043
4060,16064
4061,1387
4062,689
4063,7748
4064,863
4065,1569
4066,1715
4067,1726
4068,1207
4069,10913
4070,715
4071,10428
4072,11640
4073,1993
4074,9117
4075,3620
4076,12556
4077,7983
4078,17667
4079,2108
4080,7392
4081,1719
4082,10130
4083,575
4084,4140
4085,5696
4086,776
4087,4435
4088,994
4089,773
4090,505
4091,1916
4092,6620
4093,765
4094,6036
4095,7258
4096,7817
4097,4689
4098,4338
4099,3444
4100,3482
4101,2874
4102,1445
4103,6745
4104,988
4105,13912
4106,1755
4107,9901
4108,648
4109,675
4110,1418
4111,4932
4112,4649
4113,5290
4114,5701
4115,1577
4116,853
4117,4578
4118,11217
4119,6851
4120,5331
4121,840
4122,4497
4123,2841
4124,728
4125,4873
4126,462
4127,702
4128,4623
4129,1442
4130,1125
4131,388
4132,702
4133,3220
4134,3884
4135,794
4136,3402
4137,838
4138,1061
4139,2016
4140,5184
4141,2189
4142,7727
4143,612
4144,3215
4145,2515
4146,11739
4147,2436
4148,2064
4149,6539
4150,3004
4151,1142
4152,480
4153,700
4154,1003
4155,1932
4156,11640
4157,1667
4158,4379
4159,957
4160,2564
4161,4749
4162,1815
4163,335
4164,5115
4165,2484
4166,2720
4167,2041
4168,3704
4169,1076
4170,3763
4171,5227
4172,1129
4173,614
4174,4465
4175,936
4176,2041
4177,3045
4178,2189
4179,704
4180,3436
4181,765
4182,1436
4183,2300
4184,9139
4185,5260
4186,2145
4187,1689
4188,2686
4189,1668
4190,1000
4191,16901
4192,3283
4193,1397
4194,3920
4195,1229
4196,3503
4197,6066
4198,3154
4199,1226
4200,2264
4201,4571
4202,4328
4203,2873
4204,17240
4205,3599
4206,447
4207,791
4208,3173
4209,858
4210,2308
4211,394
4212,3584
4213,938
4214,1787
4215,4277
4216,1662
4217,707
4218,3435
4219,2656
4220,984
4221,941
4222,3342
4223,524
4224,14724
4225,386
4226,2139
4227,4243
4228,2895
4229,3392
4230,5285
4231,6632
4232,765
4233,2976
4234,5267
4235,1554
4236,5535
4237,3669
4238,687
4239,9290
4240,3102
4241,2896
4242,4650
4243,472
4244,1415
4245,9593
4246,1682
4247,866
4248,4662
4249,912
4250,5601
4251,708
4252,530
4253,5739
4254,3082
4255,898
4256,1753
4257,2596
4258,1726
4259,6352
4260,2185
4261,3010
4262,722
4263,2879
4264,11498
4265,540
4266,1662
4267,3779
4268,956
4269,1753
4270,5105
4271,10209
4272,1561
4273,7288
4274,4018
4275,1882
4276,537
4277,680
4278,4327
4279,2686
4280,730
4281,5773
4282,607
4283,3121
4284,3910
4285,8202
4286,3777
4287,3885
4288,16291
4289,7479
4290,4318
4291,4363
4292,982
4293,705
4294,4098
4295,567
4296,3997
4297,12674
4298,3113
4299,1604
4300,6309
4301,7222
4302,648
4303,847
4304,2563
4305,1087
4306,1033
4307,10396
4308,613
4309,1026
4310,1767
4311,7109
4312,6964
4313,2397
4314,776
4315,1245
4316,1348
4317,5292
4318,6664
4319,2878
4320,622
4321,1134
4322,1123
4323,742
4324,2501
4325,537
4326,1299
4327,8996
4328,1814
4329,559
4330,3816
4331,4113
4332,576
4333,357
4334,743
4335,583
4336,4067
4337,869
4338,855
4339,13499
4340,5595
4341,5469
4342,624
4343,4466
4344,8855
4345,6807
4346,9624
4347,5930
4348,1755
4349,10137
4350,1949
4351,1697
4352,898
4353,5777
4354,4324
4355,5880
4356,2352
4357,752
4358,10079
4359,4836
4360,975
4361,1087
4362,2856
4363,4678
4364,720
4365,2270
4366,1800
4367,7153
4368,3626
4369,3004
4370,3417
4371,2753
4372,1031
4373,840
4374,1389
4375,1815
4376,6861
4377,1722
4378,3000
4379,3630
4380,17062
4381,600
4382,6522
4383,1301
4384,2596
4385,776
4386,1219
4387,5423
4388,10019
4389,14915
4390,1116
4391,950
4392,2912
4393,1246
4394,2142
4395,1715
4396,684
4397,5347
4398,871
4399,594
4400,1024
4401,3299
4402,402
4403,5208
4404,3119
4405,1412
4406,730
4407,7391
4408,6793
4409,738
4410,3319
4411,5979
4412,1395
4413,3599
4414,816
4415,1621
4416,564
4417,4318
4418,789
4419,1662
4420,506
4421,2265
4422,1675
4423,2326
4424,4560
4425,4672
4426,12268
4427,2657
4428,6333
4429,2858
4430,3056
4431,4108
4432,2690
4433,3273
4434,932
4435,3917
4436,3415
4437,3613
4438,481
4439,8062
4440,2550
4441,5019
4442,13132
4443,4134
4444,394
4445,640
4446,2193
4447,1811
4448,6350
4449,1038
4450,2090
4451,720
4452,1105
4453,5273
4454,6250
4455,506
4456,17223
4457,3391
4458,2230
4459,5880
4460,2551
4461,12947
4462,1982
4463,664
4464,753
4465,16624
4466,1993
4467,1238
4468,2332
4469,4732
4470,2742
4471,12075
4472,2470
4473,1017
4474,3357
4475,798
4476,3246
4477,1342
4478,2633
4479,2317
4480,557
4481,6460
4482,4183
4483,3089
4484,6115
4485,3266
4486,868
4487,1342
4488,917
4489,827
4490,2344
4491,1153
4492,1142
4493,4713
4494,737
4495,422
4496,730
4497,662
4498,8394
4499,3931
4500,675
4501,506
4502,9450
4503,1326
4504,345
4505,7062
4506,625
4507,5544
4508,434
4509,6973
4510,558
4511,9781
4512,12646
4513,7751
4514,2042
4515,3604
4516,4936
4517,10374
4518,1690
4519,1599
4520,460
4521,2530
4522,6159
4523,10568
4524,581
4525,918
4526,8107
4527,593
4528,8499
4529,550
4530,825
4531,507
4532,776
4533,1580
4534,1687
4535,1624
4536,2606
4537,3154
4538,9324
4539,6229
4540,619
4541,847
4542,874
4543,1945
4544,4032
4545,2209
4546,1956
4547,4922
4548,526
4549,1949
4550,500
4551,377
4552,589
4553,4994
4554,11188
4555,9041
4556,1790
4557,2376
4558,1932
4559,9706
4560,2413
4561,1317
4562,593
4563,933
4564,6736
4565,567
4566,781
4567,6854
4568,855
4569,13711
4570,2403
4571,2744
4572,673
4573,12848
4574,3198
4575,4559
4576,15845
4577,2551
4578,4712
4579,4725
4580,10576
4581,507
4582,3460
4583,473
4584,467
4585,435
4586,631
4587,4466
4588,15581
4589,3105
4590,2048
4591,7515
4592,4355
4593,696
4594,680
4595,789
4596,8688
4597,434
4598,6982
4599,732
4600,487
4601,901
4602,15428
4603,814
4604,4668
4605,540
4606,1059
4607,9694
4608,2489
4609,7862
4610,3593
4611,1681
4612,1374
4613,2905
4614,1014
4615,9918
4616,1911
4617,6152
4618,4429
4619,5863
4620,6480
4621,816
4622,14543
4623,10929
4624,3127
4625,3210
4626,1950
4627,4980
4628,568
4629,613
4630,15323
4631,2089
4632,10012
4633,2664
4634,684
4635,959
4636,675
4637,2165
4638,6931
4639,10761
4640,470
4641,355
4642,4797
4643,4989
4644,4161
4645,4890
4646,596
4647,12195
4648,756
4649,2572
4650,2568
4651,645
4652,12731
4653,7506
4654,3561
4655,6288
4656,3211
4657,9474
4658,1107
4659,2559
4660,4699
4661,1216
4662,4626
4663,11420
4664,4407
4665,702
4666,596
4667,4068
4668,760
4669,15073
4670,851
4671,3387
4672,4640
4673,2630
4674,689
4675,13531
4676,2677
4677,6907
4678,14199
4679,2297
4680,945
4681,10304
4682,2942
4683,7415
4684,3822
4685,596
4686,719
4687,14304
4688,775
4689,718
4690,11189
4691,6867
4692,792
4693,6037
4694,1255
4695,4666
4696,957
4697,1580
